"","external_gene_name","chromosome_name","transcript_biotype"
"6210","Fbxw11","11","protein_coding"
"6211","Angpt1","15","protein_coding"
"6212","Ros1","10","protein_coding"
"6213","Ube2d2b","5","protein_coding"
"6214","Dbf4","5","protein_coding"
"6215","Psg19","7","protein_coding"
"6216","Rspo2","15","protein_coding"
"6217","Dynlt1a","17","protein_coding"
"6218","Lrrc9","12","protein_coding"
"6219","Psg17","7","protein_coding"
"6220","Eif3e","15","protein_coding"
"6221","Unkl","17","protein_coding"
"6222","Atf5","7","protein_coding"
"6223","Arfgap1","2","protein_coding"
"6224","Rnf165","18","protein_coding"
"6225","Emc2","15","protein_coding"
"6226","Tfap2b","1","protein_coding"
"6227","Chd2","7","protein_coding"
"6228","Odad4","11","protein_coding"
"6229","Epg5","18","protein_coding"
"6230","Tmem74","15","protein_coding"
"6231","Trhr","15","protein_coding"
"6232","Il6st","13","protein_coding"
"6233","Ints12","3","protein_coding"
"6234","Vasn","16","protein_coding"
"6235","Dynlt1b","17","protein_coding"
"6236","Chrd","16","protein_coding"
"6237","Gnptg","17","protein_coding"
"6238","Phgdh","3","protein_coding"
"6239","Hdac7","15","protein_coding"
"6240","Cnp","11","protein_coding"
"6241","Gja6","X","protein_coding"
"6242","Angptl1","1","protein_coding"
"6243","Zic3","X","protein_coding"
"6244","Cycs","6","protein_coding"
"6245","Smim23","11","protein_coding"
"6246","Dok2","14","protein_coding"
"6247","Zfp697","3","protein_coding"
"6248","Tsr3","17","protein_coding"
"6249","Rpl5","5","protein_coding"
"6250","Tmem163","1","protein_coding"
"6251","Magi1","6","protein_coding"
"6252","Siglec15","18","protein_coding"
"6253","Fgf18","11","protein_coding"
"6254","Arhgef38","3","protein_coding"
"6255","Mpp1","X","protein_coding"
"6256","Cpn1","19","protein_coding"
"6257","Ap5m1","14","protein_coding"
"6258","Dynlt1c","17","protein_coding"
"6259","Slc14a1","18","protein_coding"
"6260","Ranbp17","11","protein_coding"
"6261","Dynlt1f","17","protein_coding"
"6262","Dagla","19","protein_coding"
"6263","Hsd3b9","3","protein_coding"
"6264","Sytl3","17","protein_coding"
"6265","Sugp1","8","protein_coding"
"6266","Med18","4","protein_coding"
"6267","Mlxip","5","protein_coding"
"6268","Hsd3b4","3","protein_coding"
"6269","Mpi","9","protein_coding"
"6270","Acmsd","1","protein_coding"
"6271","Nup62","7","protein_coding"
"6272","Glmp","3","protein_coding"
"6273","Gm11758","4","protein_coding"
"6274","Stac3","10","protein_coding"
"6275","Gm11757","4","protein_coding"
"6276","Trp53bp2","1","protein_coding"
"6277","Tm6sf2","8","protein_coding"
"6278","Tub","7","protein_coding"
"6279","Tnfrsf25","4","protein_coding"
"6280","Bloc1s5","13","protein_coding"
"6281","Cyp2c23","19","protein_coding"
"6282","Pcnx4","12","protein_coding"
"6283","Naa30","14","protein_coding"
"6284","Sesn2","4","protein_coding"
"6285","Hsd3b8","3","protein_coding"
"6286","Gm4756","12","protein_coding"
"6287","Ndufa4l2","10","protein_coding"
"6288","Erlin1","19","protein_coding"
"6289","Tmem79","3","protein_coding"
"6290","Hapln4","8","protein_coding"
"6291","Dhrs7","12","protein_coding"
"6292","Fam13c","10","protein_coding"
"6293","Gfra2","14","protein_coding"
"6294","Pkhd1","1","protein_coding"
"6295","Slc14a2","18","protein_coding"
"6296","Bcl2a1a","9","protein_coding"
"6297","Ncan","8","protein_coding"
"6298","Eef1e1","13","protein_coding"
"6299","Smim9","X","protein_coding"
"6300","Hsd3b5","3","protein_coding"
"6301","Scamp2","9","protein_coding"
"6302","Gabrp","11","protein_coding"
"6303","Hsd3b2","3","protein_coding"
"6304","Gm13871","4","protein_coding"
"6305","Fgf13","X","protein_coding"
"6306","Ppa2","3","protein_coding"
"6307","Ppm1a","12","protein_coding"
"6308","Rfxank","8","protein_coding"
"6309","Mill2","7","protein_coding"
"6310","Mef2c","13","protein_coding"
"6311","Gm11756","4","protein_coding"
"6312","Teddm3","16","protein_coding"
"6313","Dipk1a","5","protein_coding"
"6314","Dnaja3","16","protein_coding"
"6315","Ube2o","11","protein_coding"
"6316","Fam76b","9","protein_coding"
"6317","Atpif1","4","protein_coding"
"6318","Chuk","19","protein_coding"
"6319","Etv1","12","protein_coding"
"6320","F9","X","protein_coding"
"6321","Ezr","17","protein_coding"
"6322","2310002L09Rik","4","protein_coding"
"6323","Il31","5","protein_coding"
"6324","Col4a6","X","protein_coding"
"6325","Frmd3","4","protein_coding"
"6326","Ric3","7","protein_coding"
"6327","Gm9195","14","protein_coding"
"6328","Sh3bp2","5","protein_coding"
"6329","Hsd3b3","3","protein_coding"
"6330","Nr2c2ap","8","protein_coding"
"6331","Shmt2","10","protein_coding"
"6332","ccdc198","14","protein_coding"
"6333","Borcs8","8","protein_coding"
"6334","Hsd3b6","3","protein_coding"
"6335","Dnajc7","11","protein_coding"
"6336","Il17a","1","protein_coding"
"6337","Trim43b","9","protein_coding"
"6338","Rsph3b","17","protein_coding"
"6339","Ccnt2","1","protein_coding"
"6340","Gm6133","18","protein_coding"
"6341","Pglyrp1","7","protein_coding"
"6342","Hsd3b1","3","protein_coding"
"6343","Setbp1","18","protein_coding"
"6344","Tagap1","17","protein_coding"
"6345","Cyld","8","protein_coding"
"6346","Il4i1","7","protein_coding"
"6347","Smg5","3","protein_coding"
"6348","Myom1","17","protein_coding"
"6349","Slc35f4","14","protein_coding"
"6350","Nxph4","10","protein_coding"
"6351","Phyhipl","10","protein_coding"
"6352","Jhy","9","protein_coding"
"6353","F8","X","protein_coding"
"6354","Arhgap12","18","protein_coding"
"6355","Ephb3","16","protein_coding"
"6356","Ulk3","9","protein_coding"
"6357","Il17f","1","protein_coding"
"6358","Eps15","4","protein_coding"
"6359","Fndc3a","14","protein_coding"
"6360","Fam174b","7","protein_coding"
"6361","Ankrd44","1","protein_coding"
"6362","Lmo1","7","protein_coding"
"6363","Slc25a40","5","protein_coding"
"6364","Slc35f1","10","protein_coding"
"6365","Hao2","3","protein_coding"
"6366","Bcl2a1b","9","protein_coding"
"6367","St8sia2","7","protein_coding"
"6368","Gm29094","9","protein_coding"
"6369","Cplx3","9","protein_coding"
"6370","Nmral1","16","protein_coding"
"6371","Cep85l","10","protein_coding"
"6372","Uba7","9","protein_coding"
"6373","Paqr6","3","protein_coding"
"6374","Armh4","14","protein_coding"
"6375","Ccdc61","7","protein_coding"
"6376","4932414N04Rik","2","protein_coding"
"6377","Pln","10","protein_coding"
"6378","Cwf19l1","19","protein_coding"
"6379","Hmox2","16","protein_coding"
"6380","Tet2","3","protein_coding"
"6381","Fundc2","X","protein_coding"
"6382","4921507P07Rik","6","protein_coding"
"6383","Lrp1","10","protein_coding"
"6384","Rundc3b","5","protein_coding"
"6385","Cmc4","X","protein_coding"
"6386","Or4n5","14","protein_coding"
"6387","Nhs","X","protein_coding"
"6388","Or4l1","14","protein_coding"
"6389","Itgal","7","protein_coding"
"6390","Or4l15","14","protein_coding"
"6391","Mcf2","X","protein_coding"
"6392","Or4k15b","14","protein_coding"
"6393","Lrrc43","5","protein_coding"
"6394","Tes","6","protein_coding"
"6395","Cysltr2","14","protein_coding"
"6396","Cers6","2","protein_coding"
"6397","Cdip1","16","protein_coding"
"6398","Syt7","19","protein_coding"
"6399","Or4k15c","14","protein_coding"
"6400","Aanat","11","protein_coding"
"6401","Ncl","1","protein_coding"
"6402","Bglap3","3","protein_coding"
"6403","Or4k15","14","protein_coding"
"6404","Arl4a","12","protein_coding"
"6405","Or4k1","14","protein_coding"
"6406","Nostrin","2","protein_coding"
"6407","Kcnip1","11","protein_coding"
"6408","Or4k5","14","protein_coding"
"6409","Npvf","6","protein_coding"
"6410","Or4k2","14","protein_coding"
"6411","4930447C04Rik","12","protein_coding"
"6412","Or4k6","14","protein_coding"
"6413","Bglap2","3","protein_coding"
"6414","Or4n4","14","protein_coding"
"6415","4930562C15Rik","16","protein_coding"
"6416","Or4n4b","14","protein_coding"
"6417","Rnaset2b","17","protein_coding"
"6418","Bglap","3","protein_coding"
"6419","Or4m1","14","protein_coding"
"6420","Cav2","6","protein_coding"
"6421","Or4q3","14","protein_coding"
"6422","Wars2","3","protein_coding"
"6423","Gm3402","5","protein_coding"
"6424","Tlr11","14","protein_coding"
"6425","Or11j4","14","protein_coding"
"6426","Or11g1","14","protein_coding"
"6427","Ntng2","2","protein_coding"
"6428","Abcb1a","5","protein_coding"
"6429","Or11g24","14","protein_coding"
"6430","Kcnmb1","11","protein_coding"
"6431","Ubald1","16","protein_coding"
"6432","Far2","6","protein_coding"
"6433","Or11g7","14","protein_coding"
"6434","Capn2","1","protein_coding"
"6435","Or11g25","14","protein_coding"
"6436","Vdr","15","protein_coding"
"6437","Mgrn1","16","protein_coding"
"6438","Nkiras2","11","protein_coding"
"6439","Or11g26","14","protein_coding"
"6440","Mtcp1","X","protein_coding"
"6441","Or11g27","14","protein_coding"
"6442","Gm1604b","17","protein_coding"
"6443","Nid2","14","protein_coding"
"6444","Kdm4c","4","protein_coding"
"6445","Baiap3","17","protein_coding"
"6446","Reps2","X","protein_coding"
"6447","Cxxc4","3","protein_coding"
"6448","Stat6","10","protein_coding"
"6449","Mthfs","9","protein_coding"
"6450","Myo15a","11","protein_coding"
"6451","Six6","12","protein_coding"
"6452","Pmf1","3","protein_coding"
"6453","Gm3404","5","protein_coding"
"6454","Tmem106c","15","protein_coding"
"6455","Six1","12","protein_coding"
"6456","Abcb1b","5","protein_coding"
"6457","Lman1l","9","protein_coding"
"6458","Tbx15","3","protein_coding"
"6459","Six4","12","protein_coding"
"6460","Bicc1","10","protein_coding"
"6461","Nmur1","1","protein_coding"
"6462","Scin","12","protein_coding"
"6463","Nfe2l3","6","protein_coding"
"6464","Tex44","1","protein_coding"
"6465","Dmac1","4","protein_coding"
"6466","Map3k19","1","protein_coding"
"6467","Tacr3","3","protein_coding"
"6468","Sall1","8","protein_coding"
"6469","Slc25a26","6","protein_coding"
"6470","Sesn3","9","protein_coding"
"6471","Psmc3","2","protein_coding"
"6472","Dnajc8","4","protein_coding"
"6473","Tox3","8","protein_coding"
"6474","Brcc3","X","protein_coding"
"6475","Kcnv1","15","protein_coding"
"6476","Slc25a44","3","protein_coding"
"6477","Rtraf","14","protein_coding"
"6478","Nfatc1","18","protein_coding"
"6479","Gm19935","8","protein_coding"
"6480","Lnx1","5","protein_coding"
"6481","Spag17","3","protein_coding"
"6482","Mef2b","8","protein_coding"
"6483","Mcm3","1","protein_coding"
"6484","Col2a1","15","protein_coding"
"6485","Cav1","6","protein_coding"
"6486","Crtam","9","protein_coding"
"6487","Lsmem1","12","protein_coding"
"6488","Gng2","14","protein_coding"
"6489","Mnat1","12","protein_coding"
"6490","Lrig1","6","protein_coding"
"6491","Cenpe","3","protein_coding"
"6492","Trmt5","12","protein_coding"
"6493","Lrrc10b","19","protein_coding"
"6494","Bloc1s2","19","protein_coding"
"6495","Saysd1","14","protein_coding"
"6496","Tex35","1","protein_coding"
"6497","Mcm9","10","protein_coding"
"6498","Slc38a6","12","protein_coding"
"6499","Rcbtb2","14","protein_coding"
"6500","Inka1","9","protein_coding"
"6501","Pkd2l1","19","protein_coding"
"6502","Nova2","7","protein_coding"
"6503","Rps6ka2","17","protein_coding"
"6504","Minar1","9","protein_coding"
"6505","Col4a5","X","protein_coding"
"6506","Nudt16l1","16","protein_coding"
"6507","Nanos2","7","protein_coding"
"6508","Endod1","9","protein_coding"
"6509","Zfp768","7","protein_coding"
"6510","Med27","2","protein_coding"
"6511","Mypop","7","protein_coding"
"6512","Ank1","8","protein_coding"
"6513","Anks3","16","protein_coding"
"6514","Scd3","19","protein_coding"
"6515","Tbc1d17","7","protein_coding"
"6516","Tmed3","9","protein_coding"
"6517","Kdm4d","9","protein_coding"
"6518","Ankrd34c","9","protein_coding"
"6519","Ppp1r32","19","protein_coding"
"6520","Lpin2","17","protein_coding"
"6521","Ptafr","4","protein_coding"
"6522","Ifrd1","12","protein_coding"
"6523","Cwc15","9","protein_coding"
"6524","Vwf","6","protein_coding"
"6525","Wdr3","3","protein_coding"
"6526","Nab2","10","protein_coding"
"6527","Ttc39a","4","protein_coding"
"6528","Amotl1","9","protein_coding"
"6529","Col20a1","2","protein_coding"
"6530","Sdhaf2","19","protein_coding"
"6531","Sf3b1","1","protein_coding"
"6532","Septin12","16","protein_coding"
"6533","Zfp747","7","protein_coding"
"6534","Irf2bp1","7","protein_coding"
"6535","Asf1a","10","protein_coding"
"6536","Foxa3","7","protein_coding"
"6537","Cdhr4","9","protein_coding"
"6538","Cpsf7","19","protein_coding"
"6539","9130019O22Rik","7","protein_coding"
"6540","Bdh2","3","protein_coding"
"6541","Smim22","16","protein_coding"
"6542","Nemp1","10","protein_coding"
"6543","E430018J23Rik","7","protein_coding"
"6544","Ptma","1","protein_coding"
"6545","Tmem30b","12","protein_coding"
"6546","Slco3a1","7","protein_coding"
"6547","Diablo","5","protein_coding"
"6548","Unc79","12","protein_coding"
"6549","Rogdi","16","protein_coding"
"6550","Paqr8","1","protein_coding"
"6551","Tcp10a","17","protein_coding"
"6552","Slc9b2","3","protein_coding"
"6553","Atp9b","18","protein_coding"
"6554","Efhc1","1","protein_coding"
"6555","Tmem216","19","protein_coding"
"6556","Pde6d","1","protein_coding"
"6557","Ubash3b","9","protein_coding"
"6558","Ccna1","3","protein_coding"
"6559","Fam184a","10","protein_coding"
"6560","Zfp764","7","protein_coding"
"6561","Stk33","7","protein_coding"
"6562","Coq10b","1","protein_coding"
"6563","Rnf11","4","protein_coding"
"6564","Tmem138","19","protein_coding"
"6565","Glyr1","16","protein_coding"
"6566","Spc25","2","protein_coding"
"6567","4930522H14Rik","4","protein_coding"
"6568","B3gnt4","5","protein_coding"
"6569","Gm49027","5","protein_coding"
"6570","Tram2","1","protein_coding"
"6571","Cdkn2c","4","protein_coding"
"6572","Slc9b1","3","protein_coding"
"6573","Pax2","19","protein_coding"
"6574","Chic2","5","protein_coding"
"6575","Myo1a","10","protein_coding"
"6576","Faf1","4","protein_coding"
"6577","Gtpbp4","13","protein_coding"
"6578","Atp11c","X","protein_coding"
"6579","Ttll2","17","protein_coding"
"6580","Gm49630","17","protein_coding"
"6581","Rab3gap1","1","protein_coding"
"6582","Vps8","16","protein_coding"
"6583","Csmd3","15","protein_coding"
"6584","Abcb4","5","protein_coding"
"6585","Ube2i","17","protein_coding"
"6586","Rasgrf1","9","protein_coding"
"6587","Cyb561a3","19","protein_coding"
"6588","Met","6","protein_coding"
"6589","Cisd2","3","protein_coding"
"6590","Tfam","10","protein_coding"
"6591","Zfp688","7","protein_coding"
"6592","Dmrta2","4","protein_coding"
"6593","Gdap2","3","protein_coding"
"6594","Eya3","4","protein_coding"
"6595","Akt1s1","7","protein_coding"
"6596","Gsx2","5","protein_coding"
"6597","Tmem14a","1","protein_coding"
"6598","Il31ra","13","protein_coding"
"6599","Vps33a","5","protein_coding"
"6600","Chrna4","2","protein_coding"
"6601","Cops7b","1","protein_coding"
"6602","Tkfc","19","protein_coding"
"6603","4930469K13Rik","11","protein_coding"
"6604","Zfp385c","11","protein_coding"
"6605","Zfp689","7","protein_coding"
"6606","Capza2","6","protein_coding"
"6607","Sympk","7","protein_coding"
"6608","Prss34","17","protein_coding"
"6609","Prkch","12","protein_coding"
"6610","Piwil4","9","protein_coding"
"6611","Tac2","10","protein_coding"
"6612","Rasal2","1","protein_coding"
"6613","Slc39a13","2","protein_coding"
"6614","Rhbdf2","11","protein_coding"
"6615","Unc93a2","17","protein_coding"
"6616","Crot","5","protein_coding"
"6617","Zbtb39","10","protein_coding"
"6618","Tent5c","3","protein_coding"
"6619","Gpr182","10","protein_coding"
"6620","Ube2d1","10","protein_coding"
"6621","Prss28","17","protein_coding"
"6622","Irs4","X","protein_coding"
"6623","Zfhx4","3","protein_coding"
"6624","Sall3","18","protein_coding"
"6625","Vbp1","X","protein_coding"
"6626","Emilin2","17","protein_coding"
"6627","Rdh1","10","protein_coding"
"6628","Zfp277","12","protein_coding"
"6629","Csk","9","protein_coding"
"6630","Rdh16f1","10","protein_coding"
"6631","Cisd1","10","protein_coding"
"6632","Tmem243","5","protein_coding"
"6633","Ano2","6","protein_coding"
"6634","Rdh9","10","protein_coding"
"6635","Alkbh5","11","protein_coding"
"6636","Gm3409","5","protein_coding"
"6637","Man1a2","3","protein_coding"
"6638","Rdh16","10","protein_coding"
"6639","Nppc","1","protein_coding"
"6640","Ddb1","19","protein_coding"
"6641","Galr1","18","protein_coding"
"6642","Cygb","11","protein_coding"
"6643","Man1a","10","protein_coding"
"6644","Mbp","18","protein_coding"
"6645","Hspd1","1","protein_coding"
"6646","Gm7073","X","protein_coding"
"6647","Dhx58","11","protein_coding"
"6648","Rab39b","X","protein_coding"
"6649","Mtf2","5","protein_coding"
"6650","Dnmt3c","2","protein_coding"
"6651","Prr14","7","protein_coding"
"6652","G6pc2","2","protein_coding"
"6653","Rbbp7","X","protein_coding"
"6654","Tmem161b","13","protein_coding"
"6655","Mapre1","2","protein_coding"
"6656","Prima1","12","protein_coding"
"6657","Prcd","11","protein_coding"
"6658","Spg20","3","protein_coding"
"6659","Hspe1","1","protein_coding"
"6660","Spi1","2","protein_coding"
"6661","Lcp2","11","protein_coding"
"6662","Fam181a","12","protein_coding"
"6663","Rdh19","10","protein_coding"
"6664","Asb2","12","protein_coding"
"6665","Gsta3","1","protein_coding"
"6666","Rsph6a","7","protein_coding"
"6667","Rdh16f2","10","protein_coding"
"6668","Ntf3","6","protein_coding"
"6669","Grk6","13","protein_coding"
"6670","Prss29","17","protein_coding"
"6671","Efcab8","2","protein_coding"
"6672","Hnrnpa2b1","6","protein_coding"
"6673","Rdh7","10","protein_coding"
"6674","Vwce","19","protein_coding"
"6675","Sv2b","7","protein_coding"
"6676","Kcnk5","14","protein_coding"
"6677","Tpsab1","17","protein_coding"
"6678","Sdr9c7","10","protein_coding"
"6679","Sun5","2","protein_coding"
"6680","Foxi1","11","protein_coding"
"6681","Zranb3","1","protein_coding"
"6682","Ip6k1","9","protein_coding"
"6683","Tagap","17","protein_coding"
"6684","Gucy2f","X","protein_coding"
"6685","St6galnac2","11","protein_coding"
"6686","Ipmk","10","protein_coding"
"6687","Kcnk16","14","protein_coding"
"6688","Otub2","12","protein_coding"
"6689","Pga5","19","protein_coding"
"6690","Pex2","3","protein_coding"
"6691","Rnase2a","14","protein_coding"
"6692","Xkr8","4","protein_coding"
"6693","Tpsb2","17","protein_coding"
"6694","Kat2a","11","protein_coding"
"6695","Or8s10","15","protein_coding"
"6696","Vps37c","19","protein_coding"
"6697","Rb1","14","protein_coding"
"6698","Or8s8","15","protein_coding"
"6699","Smpdl3b","4","protein_coding"
"6700","OR5BS1P","15","protein_coding"
"6701","Lalba","15","protein_coding"
"6702","Ldoc1","X","protein_coding"
"6703","Or11m3","15","protein_coding"
"6704","Gm8797","3","protein_coding"
"6705","Dmwd","7","protein_coding"
"6706","Vtcn1","3","protein_coding"
"6707","Tpsg1","17","protein_coding"
"6708","Trps1","15","protein_coding"
"6709","Magec2","X","protein_coding"
"6710","Fut4","9","protein_coding"
"6711","1700012B09Rik","9","protein_coding"
"6712","Cd5","19","protein_coding"
"6713","Ddx24","12","protein_coding"
"6714","Hsd17b6","10","protein_coding"
"6715","Txlng","X","protein_coding"
"6716","Rpa2","4","protein_coding"
"6717","Trim66","7","protein_coding"
"6718","Celf2","2","protein_coding"
"6719","Pkia","3","protein_coding"
"6720","Rsph3a","17","protein_coding"
"6721","Ankrd49","9","protein_coding"
"6722","Cryzl2","1","protein_coding"
"6723","Ccdc169","3","protein_coding"
"6724","Tbc1d32","10","protein_coding"
"6725","Tlx1","19","protein_coding"
"6726","Gmppb","9","protein_coding"
"6727","Lbx1","19","protein_coding"
"6728","Eif3h","15","protein_coding"
"6729","Gm7247","14","protein_coding"
"6730","Cd6","19","protein_coding"
"6731","Nudt13","14","protein_coding"
"6732","Themis2","4","protein_coding"
"6733","Hspb9","11","protein_coding"
"6734","Kcnh5","12","protein_coding"
"6735","Dock2","11","protein_coding"
"6736","Ctsh","9","protein_coding"
"6737","Dock4","12","protein_coding"
"6738","Rnaset2a","17","protein_coding"
"6739","Khdc1a","1","protein_coding"
"6740","Elavl4","4","protein_coding"
"6741","Khdc1c","1","protein_coding"
"6742","Msl3l2","10","protein_coding"
"6743","Utp23","15","protein_coding"
"6744","Mob4","1","protein_coding"
"6745","Gja1","10","protein_coding"
"6746","Zc2hc1a","3","protein_coding"
"6747","Rad21","15","protein_coding"
"6748","Tafa1","6","protein_coding"
"6749","Smchd1","17","protein_coding"
"6750","Zwint","10","protein_coding"
"6751","Nup50l","6","protein_coding"
"6752","Rpl27a","7","protein_coding"
"6753","Tmed5","5","protein_coding"
"6754","Gm6760","X","protein_coding"
"6755","Kcna5","6","protein_coding"
"6756","Syap1","X","protein_coding"
"6757","Tafa4","6","protein_coding"
"6758","Trim45","3","protein_coding"
"6759","Fbrs","7","protein_coding"
"6760","Aard","15","protein_coding"
"6761","Kcna1","6","protein_coding"
"6762","Slc30a8","15","protein_coding"
"6763","Khdc1b","1","protein_coding"
"6764","Kcna6","6","protein_coding"
"6765","Magea9","X","protein_coding"
"6766","Dis3l2","1","protein_coding"
"6767","Prim1","10","protein_coding"
"6768","St6galnac1","11","protein_coding"
"6769","Eogt","6","protein_coding"
"6770","Ccdc18","5","protein_coding"
"6771","Kansl2","15","protein_coding"
"6772","Slitrk4","X","protein_coding"
"6773","Sorl1","9","protein_coding"
"6774","Llgl1","11","protein_coding"
"6775","Slc15a3","19","protein_coding"
"6776","Ctag2","X","protein_coding"
"6777","Gm17079","14","protein_coding"
"6778","4930447F04Rik","X","protein_coding"
"6779","Slitrk2","X","protein_coding"
"6780","Tmem132a","19","protein_coding"
"6781","Gm5800","14","protein_coding"
"6782","Sohlh2","3","protein_coding"
"6783","2510009E07Rik","16","protein_coding"
"6784","Pls3","X","protein_coding"
"6785","Ndufa9","6","protein_coding"
"6786","Ehhadh","16","protein_coding"
"6787","Htr2a","14","protein_coding"
"6788","Sc5d","9","protein_coding"
"6789","Naca","10","protein_coding"
"6790","Ang4","14","protein_coding"
"6791","Dr1","5","protein_coding"
"6792","Tmem109","19","protein_coding"
"6793","Ubn1","16","protein_coding"
"6794","Ecd","14","protein_coding"
"6795","Il7","3","protein_coding"
"6796","Gm3415","5","protein_coding"
"6797","AU018091","7","protein_coding"
"6798","Gpr12","5","protein_coding"
"6799","Btrc","19","protein_coding"
"6800","Ndc80","17","protein_coding"
"6801","Mre11a","9","protein_coding"
"6802","Rftn2","1","protein_coding"
"6803","Hsf2","10","protein_coding"
"6804","Cbx3","6","protein_coding"
"6805","AY358078","14","protein_coding"
"6806","Nlrp12","7","protein_coding"
"6807","Add1","5","protein_coding"
"6808","Ear6","14","protein_coding"
"6809","Stmn2","3","protein_coding"
"6810","Ppp1r8","4","protein_coding"
"6811","Med30","15","protein_coding"
"6812","Pbrm1","14","protein_coding"
"6813","Myadm","7","protein_coding"
"6814","Mars2","1","protein_coding"
"6815","Ext1","15","protein_coding"
"6816","Alppl2","1","protein_coding"
"6817","Ttf2","3","protein_coding"
"6818","Akap13","7","protein_coding"
"6819","Insyn2b","11","protein_coding"
"6820","Cep43","17","protein_coding"
"6821","Samd12","15","protein_coding"
"6822","Rab5c","11","protein_coding"
"6823","Ptges3","10","protein_coding"
"6824","Zfp236","18","protein_coding"
"6825","Prr7","13","protein_coding"
"6826","Alpi","1","protein_coding"
"6827","Slc35b3","13","protein_coding"
"6828","Rhoj","12","protein_coding"
"6829","Ccnt1","15","protein_coding"
"6830","Kcnq5","1","protein_coding"
"6831","Akap3","6","protein_coding"
"6832","Ppl","16","protein_coding"
"6833","Mxra7","11","protein_coding"
"6834","Stx12","4","protein_coding"
"6835","Serinc1","10","protein_coding"
"6836","Spdl1","11","protein_coding"
"6837","Tmf1","6","protein_coding"
"6838","Sema4a","3","protein_coding"
"6839","Sec14l5","16","protein_coding"
"6840","Tex49","15","protein_coding"
"6841","Gphb5","12","protein_coding"
"6842","Tnfrsf11b","15","protein_coding"
"6843","Immp2l","12","protein_coding"
"6844","Jmjd6","11","protein_coding"
"6845","Mgat4c","10","protein_coding"
"6846","Poll","19","protein_coding"
"6847","Colec10","15","protein_coding"
"6848","Gm1140","X","protein_coding"
"6849","Morf4l1","9","protein_coding"
"6850","Gm14692","X","protein_coding"
"6851","Map3k13","16","protein_coding"
"6852","Dpcd","19","protein_coding"
"6853","Mal2","15","protein_coding"
"6854","4933436I01Rik","X","protein_coding"
"6855","Ccn3","15","protein_coding"
"6856","Ergic2","6","protein_coding"
"6857","Espn","4","protein_coding"
"6858","Lrrn3","12","protein_coding"
"6859","Tbl1x","X","protein_coding"
"6860","Kcnh4","11","protein_coding"
"6861","Akp3","1","protein_coding"
"6862","Prpf19","19","protein_coding"
"6863","Adcy6","15","protein_coding"
"6864","Zfp516","18","protein_coding"
"6865","Spdya","17","protein_coding"
"6866","Tmem41a","16","protein_coding"
"6867","Boll","1","protein_coding"
"6868","Ifi27","12","protein_coding"
"6869","Nagpa","16","protein_coding"
"6870","Dennd2b","7","protein_coding"
"6871","Ccnh","13","protein_coding"
"6872","Hcrt","11","protein_coding"
"6873","Prkx","X","protein_coding"
"6874","Mettl23","11","protein_coding"
"6875","Atp5b","10","protein_coding"
"6876","Cacna1h","17","protein_coding"
"6877","Zfp407","18","protein_coding"
"6878","Slit3","11","protein_coding"
"6879","AU021092","16","protein_coding"
"6880","Enpp2","15","protein_coding"
"6881","Plcl1","1","protein_coding"
"6882","Cndp1","18","protein_coding"
"6883","Alg1","16","protein_coding"
"6884","Nts","10","protein_coding"
"6885","Pbsn","X","protein_coding"
"6886","Rassf9","10","protein_coding"
"6887","R3hdm1","1","protein_coding"
"6888","Flii","11","protein_coding"
"6889","Alx1","10","protein_coding"
"6890","Ddx4","13","protein_coding"
"6891","Gpr83","9","protein_coding"
"6892","Cndp2","18","protein_coding"
"6893","Gm14744","X","protein_coding"
"6894","5430402E10Rik","X","protein_coding"
"6895","Liph","16","protein_coding"
"6896","Tecta","9","protein_coding"
"6897","Pkib","10","protein_coding"
"6898","Obp1a","X","protein_coding"
"6899","Zp1","19","protein_coding"
"6900","Ppp2r5e","12","protein_coding"
"6901","Gm5938","X","protein_coding"
"6902","Obp1b","X","protein_coding"
"6903","Fbxw4","19","protein_coding"
"6904","Gm14743","X","protein_coding"
"6905","Dipk1c","18","protein_coding"
"6906","Dmpk","7","protein_coding"
"6907","4930480E11Rik","X","protein_coding"
"6908","Ghdc","11","protein_coding"
"6909","Prrg1","X","protein_coding"
"6910","Dnajb9","12","protein_coding"
"6911","Gm17266","18","protein_coding"
"6912","Slc38a9","13","protein_coding"
"6913","Ifi27l2a","12","protein_coding"
"6914","Cyb5a","18","protein_coding"
"6915","Pank3","11","protein_coding"
"6916","Izumo1r","9","protein_coding"
"6917","Wdr89","12","protein_coding"
"6918","Ptgdr2","19","protein_coding"
"6919","Rplp2-ps1","12","protein_coding"
"6920","Pigg","5","protein_coding"
"6921","Ifi27l2b","12","protein_coding"
"6922","Fgf8","19","protein_coding"
"6923","Fam47c","X","protein_coding"
"6924","Srsf2","11","protein_coding"
"6925","Eef2kmt","16","protein_coding"
"6926","Cfap47","X","protein_coding"
"6927","Sgpp1","12","protein_coding"
"6928","Fbxo15","18","protein_coding"
"6929","Mief2","11","protein_coding"
"6930","Hsfy2","1","protein_coding"
"6931","Ecel1","1","protein_coding"
"6932","Pnpla8","12","protein_coding"
"6933","Larp4b","13","protein_coding"
"6934","Ctps2","X","protein_coding"
"6935","Lrriq1","10","protein_coding"
"6936","Fbll1","11","protein_coding"
"6937","Rars","11","protein_coding"
"6938","Arid3b","9","protein_coding"
"6939","Gm42517","5","protein_coding"
