"","external_gene_name","chromosome_name","transcript_biotype"
"1530","his-69","III","protein_coding"
"1531","his-70","III","protein_coding"
"1532","his-71","X","protein_coding"
"1533","his-72","III","protein_coding"
"1534","his-73","II","protein_coding"
"1535","hlh-1","II","protein_coding"
"1536","hlh-2","I","protein_coding"
"1537","hlh-3","II","protein_coding"
"1538","hlh-4","III","protein_coding"
"1539","hlh-6","II","protein_coding"
"1540","hlh-8","X","protein_coding"
"1541","hlh-10","V","protein_coding"
"1542","hlh-11","III","protein_coding"
"1543","hlh-12","IV","protein_coding"
"1544","hlh-13","X","protein_coding"
"1545","hlh-14","II","protein_coding"
"1546","hlh-15","X","protein_coding"
"1547","hlh-16","I","protein_coding"
"1548","hlh-17","IV","protein_coding"
"1549","hlh-19","X","protein_coding"
"1550","hlh-25","II","protein_coding"
"1551","hlh-26","II","protein_coding"
"1552","hlh-27","II","protein_coding"
"1553","hlh-28","X","protein_coding"
"1554","hlh-29","X","protein_coding"
"1555","hmg-1.1","II","protein_coding"
"1556","hmg-1.2","III","protein_coding"
"1557","hmg-3","I","protein_coding"
"1558","hmg-4","III","protein_coding"
"1559","hmg-5","IV","protein_coding"
"1560","hmg-11","II","protein_coding"
"1561","hmg-12","II","protein_coding"
"1562","hmp-1","V","protein_coding"
"1563","hmp-2","I","protein_coding"
"1564","hmr-1","I","protein_coding"
"1565","hnd-1","X","protein_coding"
"1566","hoe-1","IV","protein_coding"
"1567","hog-1","X","protein_coding"
"1568","hop-1","I","protein_coding"
"1569","hot-1","V","protein_coding"
"1570","hot-2","V","protein_coding"
"1571","hot-3","II","protein_coding"
"1572","hot-4","III","protein_coding"
"1573","hot-5","I","protein_coding"
"1574","hot-6","V","protein_coding"
"1575","hot-7","II","protein_coding"
"1576","hpd-1","III","protein_coding"
"1577","hpk-1","X","protein_coding"
"1578","hpl-1","X","protein_coding"
"1579","hpl-2","III","protein_coding"
"1580","hpr-9","III","protein_coding"
"1581","hpr-17","II","protein_coding"
"1582","hrpa-1","IV","protein_coding"
"1583","hrpr-1","I","protein_coding"
"1584","hars-1","IV","protein_coding"
"1585","hsb-1","IV","protein_coding"
"1586","hse-5","III","protein_coding"
"1587","hsf-1","I","protein_coding"
"1588","hsp-1","IV","protein_coding"
"1589","hsp-3","X","protein_coding"
"1590","hsp-4","II","protein_coding"
"1591","hsp-6","V","protein_coding"
"1592","hsp-12.2","III","protein_coding"
"1593","hsp-12.3","IV","protein_coding"
"1594","hsp-12.6","IV","protein_coding"
"1595","hsp-16.1","V","protein_coding"
"1596","hsp-16.2","V","protein_coding"
"1597","hsp-16.11","V","protein_coding"
"1598","hsp-16.41","V","protein_coding"
"1599","hsp-16.48","V","protein_coding"
"1600","hsp-16.49","V","protein_coding"
"1601","hsp-17","V","protein_coding"
"1602","hsp-25","X","protein_coding"
"1603","hsp-43","X","protein_coding"
"1604","hsp-60","III","protein_coding"
"1605","hsp-70","I","protein_coding"
"1606","hsr-9","I","protein_coding"
"1607","hst-1","IV","protein_coding"
"1608","hst-2","X","protein_coding"
"1609","hst-3.1","II","protein_coding"
"1610","hst-6","X","protein_coding"
"1611","htp-1","IV","protein_coding"
"1612","htp-2","IV","protein_coding"
"1613","htp-3","I","protein_coding"
"1614","hum-1","I","protein_coding"
"1615","hum-2","V","protein_coding"
"1616","hum-4","X","protein_coding"
"1617","hum-5","III","protein_coding"
"1618","hum-6","X","protein_coding"
"1619","hum-7","I","protein_coding"
"1620","hum-8","IV","protein_coding"
"1621","hus-1","I","protein_coding"
"1622","hyl-1","IV","protein_coding"
"1623","hyl-2","X","protein_coding"
"1624","icd-1","II","protein_coding"
"1625","icln-1","IV","protein_coding"
"1626","icp-1","I","protein_coding"
"1627","ida-1","III","protein_coding"
"1628","ifa-1","X","protein_coding"
"1629","ifa-3","X","protein_coding"
"1630","ifa-4","X","protein_coding"
"1631","ifb-1","II","protein_coding"
"1632","ifb-2","II","protein_coding"
"1633","ifc-1","V","protein_coding"
"1634","ifc-2","X","protein_coding"
"1635","ifd-1","X","protein_coding"
"1636","ifd-2","X","protein_coding"
"1637","ife-1","III","protein_coding"
"1638","ife-2","X","protein_coding"
"1639","ife-3","V","protein_coding"
"1640","ife-4","X","protein_coding"
"1641","ife-5","II","protein_coding"
"1642","iff-1","III","protein_coding"
"1643","iff-2","II","protein_coding"
"1644","ifg-1","II","protein_coding"
"1645","ifp-1","X","protein_coding"
"1646","ify-1","II","protein_coding"
"1647","ikb-1","I","protein_coding"
"1648","ile-1","I","protein_coding"
"1649","ile-2","X","protein_coding"
"1650","ima-1","V","protein_coding"
"1651","ima-2","I","protein_coding"
"1652","ima-3","IV","protein_coding"
"1653","imb-1","I","protein_coding"
"1654","imb-2","II","protein_coding"
"1655","imb-3","I","protein_coding"
"1656","xpo-1","V","protein_coding"
"1657","xpo-2","I","protein_coding"
"1658","xpo-3","IV","protein_coding"
"1659","ina-1","III","protein_coding"
"1660","inf-1","III","protein_coding"
"1661","ins-1","IV","protein_coding"
"1662","ins-2","II","protein_coding"
"1663","ins-3","II","protein_coding"
"1664","ins-4","II","protein_coding"
"1665","ins-5","II","protein_coding"
"1666","ins-6","II","protein_coding"
"1667","ins-7","IV","protein_coding"
"1668","ins-8","IV","protein_coding"
"1669","ins-9","X","protein_coding"
"1670","ins-10","V","protein_coding"
"1671","ins-11","II","protein_coding"
"1672","ins-12","II","protein_coding"
"1673","ins-13","II","protein_coding"
"1674","ins-14","II","protein_coding"
"1675","ins-15","II","protein_coding"
"1676","ins-16","III","protein_coding"
"1677","ins-17","III","protein_coding"
"1678","ins-18","I","protein_coding"
"1679","ins-19","II","protein_coding"
"1680","ins-20","II","protein_coding"
"1681","ins-21","III","protein_coding"
"1682","ins-22","III","protein_coding"
"1683","ins-23","III","protein_coding"
"1684","ins-24","I","protein_coding"
"1685","ins-25","I","protein_coding"
"1686","ins-26","I","protein_coding"
"1687","ins-27","I","protein_coding"
"1688","ins-28","I","protein_coding"
"1689","ins-29","I","protein_coding"
"1690","ins-30","I","protein_coding"
"1691","ins-31","II","protein_coding"
"1692","ins-32","II","protein_coding"
"1693","ins-33","I","protein_coding"
"1694","ins-34","IV","protein_coding"
"1695","ins-35","V","protein_coding"
"1696","ins-36","I","protein_coding"
"1697","ins-37","II","protein_coding"
"1698","inx-1","X","protein_coding"
"1699","inx-2","X","protein_coding"
"1700","inx-3","X","protein_coding"
"1701","inx-5","X","protein_coding"
"1702","inx-6","IV","protein_coding"
"1703","inx-7","IV","protein_coding"
"1704","inx-8","IV","protein_coding"
"1705","inx-9","IV","protein_coding"
"1706","inx-10","V","protein_coding"
"1707","inx-11","V","protein_coding"
"1708","inx-12","I","protein_coding"
"1709","inx-13","I","protein_coding"
"1710","inx-14","I","protein_coding"
"1711","inx-15","I","protein_coding"
"1712","inx-16","I","protein_coding"
"1713","inx-17","I","protein_coding"
"1714","inx-18","IV","protein_coding"
"1715","inx-19","I","protein_coding"
"1716","inx-20","I","protein_coding"
"1717","inx-21","I","protein_coding"
"1718","inx-22","I","protein_coding"
"1719","ipp-5","X","protein_coding"
"1720","ire-1","II","protein_coding"
"1721","gon-14","V","protein_coding"
"1722","irk-1","X","protein_coding"
"1723","irk-2","X","protein_coding"
"1724","irk-3","X","protein_coding"
"1725","iars-1","IV","protein_coding"
"1726","iars-2","I","protein_coding"
"1727","isp-1","IV","protein_coding"
"1728","ist-1","X","protein_coding"
"1729","isw-1","III","protein_coding"
"1730","itr-1","IV","protein_coding"
"1731","itx-1","I","protein_coding"
"1732","jac-1","IV","protein_coding"
"1733","jip-1","II","protein_coding"
"1734","jkk-1","X","protein_coding"
"1735","jnk-1","IV","protein_coding"
"1736","jph-1","I","protein_coding"
"1737","jtr-1","IV","protein_coding"
"1738","kal-1","I","protein_coding"
"1739","kap-1","III","protein_coding"
"1740","kat-1","II","protein_coding"
"1741","kel-1","II","protein_coding"
"1742","kel-3","III","protein_coding"
"1743","kel-10","III","protein_coding"
"1744","kgb-1","IV","protein_coding"
"1745","kgb-2","IV","protein_coding"
"1746","kin-1","I","protein_coding"
"1747","kin-2","X","protein_coding"
"1748","kin-3","I","protein_coding"
"1749","kin-4","IV","protein_coding"
"1750","kin-5","IV","protein_coding"
"1751","kin-9","X","protein_coding"
"1752","kin-10","I","protein_coding"
"1753","kin-14","I","protein_coding"
"1754","kin-15","II","protein_coding"
"1755","kin-16","II","protein_coding"
"1756","kin-18","III","protein_coding"
"1757","kin-19","III","protein_coding"
"1758","kin-20","X","protein_coding"
"1759","kin-21","IV","protein_coding"
"1760","kin-24","IV","protein_coding"
"1761","sid-3","X","protein_coding"
"1762","kin-26","IV","protein_coding"
"1763","kin-29","X","protein_coding"
"1764","kin-30","V","protein_coding"
"1765","kin-32","I","protein_coding"
"1766","klc-1","IV","protein_coding"
"1767","klc-2","V","protein_coding"
"1768","klp-3","II","protein_coding"
"1769","klp-4","X","protein_coding"
"1770","klp-6","III","protein_coding"
"1771","klp-7","III","protein_coding"
"1772","gcc-1","X","protein_coding"
"1773","klp-11","IV","protein_coding"
"1774","klp-12","IV","protein_coding"
"1775","klp-13","X","protein_coding"
"1776","klp-15","I","protein_coding"
"1777","klp-16","I","protein_coding"
"1778","klp-17","II","protein_coding"
"1779","klp-18","IV","protein_coding"
"1780","klp-19","III","protein_coding"
"1781","klp-20","III","protein_coding"
"1782","knl-1","III","protein_coding"
"1783","kpc-1","I","protein_coding"
"1784","kqt-1","X","protein_coding"
"1785","kqt-2","X","protein_coding"
"1786","kqt-3","II","protein_coding"
"1787","kars-1","II","protein_coding"
"1788","ksr-1","X","protein_coding"
"1789","ksr-2","I","protein_coding"
"1790","kup-1","V","protein_coding"
"1791","kvs-1","X","protein_coding"
"1792","lad-2","IV","protein_coding"
"1793","laf-1","III","protein_coding"
"1794","lag-1","IV","protein_coding"
"1795","lag-2","V","protein_coding"
"1796","lam-1","IV","protein_coding"
"1797","lam-3","I","protein_coding"
"1798","lap-1","III","protein_coding"
"1799","lap-2","V","protein_coding"
"1800","lat-1","II","protein_coding"
"1801","lat-2","II","protein_coding"
"1802","lbp-1","X","protein_coding"
"1803","lbp-2","X","protein_coding"
"1804","lbp-3","X","protein_coding"
"1805","lbp-4","V","protein_coding"
"1806","lbp-5","I","protein_coding"
"1807","lbp-6","I","protein_coding"
"1808","lbp-7","V","protein_coding"
"1809","lbp-8","V","protein_coding"
"1810","ldb-1","X","protein_coding"
"1811","ldh-1","II","protein_coding"
"1812","lea-1","V","protein_coding"
"1813","lec-1","II","protein_coding"
"1814","lec-2","II","protein_coding"
"1815","lec-3","II","protein_coding"
"1816","lec-4","III","protein_coding"
"1817","lec-5","II","protein_coding"
"1818","lec-6","III","protein_coding"
"1819","lec-7","X","protein_coding"
"1820","lec-8","X","protein_coding"
"1821","lec-9","X","protein_coding"
"1822","lec-10","V","protein_coding"
"1823","lec-11","IV","protein_coding"
"1824","lem-2","II","protein_coding"
"1825","lem-3","I","protein_coding"
"1826","lep-2","IV","protein_coding"
"1827","let-2","X","protein_coding"
"1828","let-4","X","protein_coding"
"1829","let-19","II","protein_coding"
"1830","ect-2","II","protein_coding"
"1831","let-23","II","protein_coding"
"1832","let-49","I","protein_coding"
"1833","let-60","IV","protein_coding"
"1834","let-70","IV","protein_coding"
"1835","myo-1","I","protein_coding"
"1836","let-92","IV","protein_coding"
"1837","let-99","IV","protein_coding"
"1838","lpr-1","I","protein_coding"
"1839","let-268","II","protein_coding"
"1840","let-363","I","protein_coding"
"1841","let-381","I","protein_coding"
"1842","let-413","V","protein_coding"
"1843","let-418","V","protein_coding"
"1844","let-502","I","protein_coding"
"1845","let-504","I","protein_coding"
"1846","let-526","I","protein_coding"
"1847","let-607","I","protein_coding"
"1848","let-630","I","protein_coding"
"1849","let-653","IV","protein_coding"
"1850","let-711","III","protein_coding"
"1851","let-716","III","protein_coding"
"1852","let-721","III","protein_coding"
"1853","let-754","III","protein_coding"
"1854","let-756","III","protein_coding"
"1855","let-765","III","protein_coding"
"1856","let-767","III","protein_coding"
"1857","let-805","III","protein_coding"
"1858","let-858","II","protein_coding"
"1859","lev-1","IV","protein_coding"
"1860","lev-8","X","protein_coding"
"1861","lev-9","X","protein_coding"
"1862","lev-10","I","protein_coding"
"1863","lev-11","I","protein_coding"
"1864","lfe-2","I","protein_coding"
"1865","lgg-1","II","protein_coding"
"1866","lgg-2","IV","protein_coding"
"1867","lgg-3","III","protein_coding"
"1868","lgx-1","X","protein_coding"
"1869","lig-1","V","protein_coding"
"1870","lig-4","III","protein_coding"
"1871","lim-4","X","protein_coding"
"1872","lim-6","X","protein_coding"
"1873","lim-7","I","protein_coding"
"1874","lin-1","IV","protein_coding"
"1875","lin-2","X","protein_coding"
"1876","lin-3","IV","protein_coding"
"1877","lin-5","II","protein_coding"
"1878","lin-7","II","protein_coding"
"1879","lin-8","II","protein_coding"
"1880","lin-9","III","protein_coding"
"1881","lin-10","I","protein_coding"
"1882","lin-11","I","protein_coding"
"1883","lin-12","III","protein_coding"
"1884","lin-13","III","protein_coding"
"1885","lin-14","X","protein_coding"
"1886","lin-17","I","protein_coding"
"1887","lin-18","X","protein_coding"
"1888","lin-22","IV","protein_coding"
"1889","lin-23","II","protein_coding"
"1890","lin-24","IV","protein_coding"
"1891","lin-25","V","protein_coding"
"1892","lin-26","II","protein_coding"
"1893","lin-28","I","protein_coding"
"1894","lin-29","II","protein_coding"
"1895","lin-31","II","protein_coding"
"1896","lin-32","X","protein_coding"
"1897","lin-33","IV","protein_coding"
"1898","lin-35","I","protein_coding"
"1899","lin-36","III","protein_coding"
"1900","lin-37","III","protein_coding"
"1901","lin-39","III","protein_coding"
"1902","lin-40","V","protein_coding"
"1903","lin-41","I","protein_coding"
"1904","lin-44","I","protein_coding"
"1905","lin-45","IV","protein_coding"
"1906","lin-46","V","protein_coding"
"1907","lin-48","III","protein_coding"
"1908","lin-49","IV","protein_coding"
"1909","lin-52","III","protein_coding"
"1910","lin-53","I","protein_coding"
"1911","lin-54","IV","protein_coding"
"1912","lin-56","II","protein_coding"
"1913","lin-59","I","protein_coding"
"1914","lin-61","I","protein_coding"
"1915","lip-1","IV","protein_coding"
"1916","lir-1","II","protein_coding"
"1917","lir-2","II","protein_coding"
"1918","lir-3","II","protein_coding"
"1919","lis-1","III","protein_coding"
"1920","lit-1","III","protein_coding"
"1921","lmn-1","I","protein_coding"
"1922","lmp-1","X","protein_coding"
"1923","lon-1","III","protein_coding"
"1924","lon-2","X","protein_coding"
"1925","lon-3","V","protein_coding"
"1926","lov-1","II","protein_coding"
"1927","lpd-2","I","protein_coding"
"1928","lpd-3","I","protein_coding"
"1929","lpd-5","I","protein_coding"
"1930","lpd-6","I","protein_coding"
"1931","lpd-7","III","protein_coding"
"1932","nfu-1","IV","protein_coding"
"1933","lpd-9","V","protein_coding"
"1934","lpl-1","IV","protein_coding"
"1935","lrk-1","I","protein_coding"
"1936","lrp-1","I","protein_coding"
"1937","lrp-2","I","protein_coding"
"1938","lars-1","III","protein_coding"
"1939","lars-2","I","protein_coding"
"1940","lrx-1","V","protein_coding"
"1941","lsm-1","II","protein_coding"
"1942","lsm-3","IV","protein_coding"
"1943","lsm-4","II","protein_coding"
"1944","lsm-5","V","protein_coding"
"1945","lsm-6","I","protein_coding"
"1946","lsm-7","IV","protein_coding"
"1947","lsm-8","IV","protein_coding"
"1948","lst-1","I","protein_coding"
"1949","lst-2","X","protein_coding"
"1950","ccar-1","IV","protein_coding"
"1951","lst-4","IV","protein_coding"
"1952","lsy-2","X","protein_coding"
"1953","ltd-1","II","protein_coding"
"1954","lys-1","V","protein_coding"
"1955","lys-2","V","protein_coding"
"1956","lys-3","V","protein_coding"
"1957","lys-4","IV","protein_coding"
"1958","lys-5","IV","protein_coding"
"1959","lys-6","IV","protein_coding"
"1960","lys-7","V","protein_coding"
"1961","lys-8","II","protein_coding"
"1962","lys-9","I","protein_coding"
"1963","lys-10","IV","protein_coding"
"1964","mab-3","II","protein_coding"
"1965","mab-5","III","protein_coding"
"1966","mab-7","X","protein_coding"
"1967","mab-9","II","protein_coding"
"1968","mab-10","II","protein_coding"
"1969","mab-20","I","protein_coding"
"1970","mab-21","III","protein_coding"
"1971","mab-23","V","protein_coding"
"1972","mac-1","II","protein_coding"
"1973","mag-1","I","protein_coding"
"1974","mai-1","X","protein_coding"
"1975","map-1","IV","protein_coding"
"1976","map-2","IV","protein_coding"
"1977","mat-1","I","protein_coding"
"1978","mat-2","II","protein_coding"
"1979","mat-3","III","protein_coding"
"1980","mau-2","I","protein_coding"
"1981","mau-8","IV","protein_coding"
"1982","max-1","V","protein_coding"
"1983","max-2","II","protein_coding"
"1984","mbf-1","IV","protein_coding"
"1985","mbk-1","X","protein_coding"
"1986","mbk-2","IV","protein_coding"
"1987","mca-1","IV","protein_coding"
"1988","mca-3","IV","protein_coding"
"1989","mcm-2","II","protein_coding"
"1990","mcm-3","V","protein_coding"
"1991","mcm-4","I","protein_coding"
"1992","mcm-5","III","protein_coding"
"1993","mcm-6","III","protein_coding"
"1994","mcm-7","V","protein_coding"
"1995","mdf-1","V","protein_coding"
"1996","mdf-2","IV","protein_coding"
"1997","mdh-2","III","protein_coding"
"1998","mdl-1","X","protein_coding"
"1999","mdt-6","V","protein_coding"
"2000","mec-1","V","protein_coding"
"2001","mec-2","X","protein_coding"
"2002","mec-3","IV","protein_coding"
"2003","mec-4","X","protein_coding"
"2004","mec-5","X","protein_coding"
"2005","mec-6","I","protein_coding"
"2006","mec-7","X","protein_coding"
"2007","mec-8","I","protein_coding"
"2008","mec-9","V","protein_coding"
"2009","mec-10","X","protein_coding"
"2010","mec-12","III","protein_coding"
"2011","mec-14","III","protein_coding"
"2012","mec-15","II","protein_coding"
"2013","mec-17","IV","protein_coding"
"2014","mec-18","X","protein_coding"
"2015","med-1","X","protein_coding"
"2016","med-2","III","protein_coding"
"2017","mef-2","I","protein_coding"
"2018","mei-1","I","protein_coding"
"2019","mei-2","I","protein_coding"
"2020","mek-1","X","protein_coding"
"2021","mek-2","I","protein_coding"
"2022","mel-11","II","protein_coding"
"2023","mel-26","I","protein_coding"
"2024","mel-28","III","protein_coding"
"2025","mel-32","III","protein_coding"
"2026","memi-1","IV","protein_coding"
"2027","mep-1","IV","protein_coding"
"2028","mes-1","X","protein_coding"
"2029","mes-2","II","protein_coding"
"2030","mes-3","I","protein_coding"
"2031","mes-4","V","protein_coding"
"2032","mes-6","IV","protein_coding"
"2033","mev-1","III","protein_coding"
"2034","mex-1","II","protein_coding"
"2035","mex-3","I","protein_coding"
"2036","mex-5","IV","protein_coding"
"2037","mex-6","II","protein_coding"
"2038","mgl-1","X","protein_coding"
"2039","mgl-2","I","protein_coding"
"2040","mif-1","III","protein_coding"
"2041","mif-2","V","protein_coding"
"2042","mif-3","I","protein_coding"
"2043","mif-4","IV","protein_coding"
"2044","mig-1","I","protein_coding"
"2045","mig-2","X","protein_coding"
"2046","mig-5","II","protein_coding"
"2047","mig-6","V","protein_coding"
"2048","mig-10","III","protein_coding"
"2049","mig-13","X","protein_coding"
"2050","mig-14","II","protein_coding"
"2051","mig-15","X","protein_coding"
"2052","mig-17","V","protein_coding"
"2053","mig-18","III","protein_coding"
"2054","mig-21","III","protein_coding"
"2055","mig-22","III","protein_coding"
"2056","mig-23","X","protein_coding"
"2057","cogc-1","I","protein_coding"
"2058","mix-1","II","protein_coding"
"2059","mkk-4","X","protein_coding"
"2060","mlc-1","X","protein_coding"
"2061","mlc-2","X","protein_coding"
"2062","mlc-3","III","protein_coding"
"2063","mlc-4","III","protein_coding"
"2064","mlh-1","III","protein_coding"
"2065","mlk-1","V","protein_coding"
"2066","mlp-1","III","protein_coding"
"2067","mls-1","III","protein_coding"
"2068","mls-2","X","protein_coding"
"2069","mml-1","III","protein_coding"
"2070","mnm-2","X","protein_coding"
"2071","moc-1","X","protein_coding"
"2072","moc-2","V","protein_coding"
"2073","mod-1","V","protein_coding"
"2074","mod-5","I","protein_coding"
"2075","moe-3","II","protein_coding"
"2076","mog-1","III","protein_coding"
"2077","mog-2","II","protein_coding"
"2078","mog-3","III","protein_coding"
"2079","mog-4","II","protein_coding"
"2080","mog-5","II","protein_coding"
"2081","mom-1","X","protein_coding"
"2082","mom-2","V","protein_coding"
"2083","mom-4","I","protein_coding"
"2084","mom-5","I","protein_coding"
"2085","dapk-1","I","protein_coding"
"2086","mpk-1","III","protein_coding"
"2087","mpk-2","II","protein_coding"
"2088","mps-1","II","protein_coding"
"2089","mpz-1","II","protein_coding"
"2090","mre-11","V","protein_coding"
"2091","mrg-1","III","protein_coding"
"2092","mrp-1","X","protein_coding"
"2093","mrp-2","X","protein_coding"
"2094","mrp-3","X","protein_coding"
"2095","mrp-4","X","protein_coding"
"2096","mrp-5","X","protein_coding"
"2097","mrp-6","X","protein_coding"
"2098","mrp-7","V","protein_coding"
"2099","mrp-8","III","protein_coding"
"2100","mars-1","IV","protein_coding"
"2101","mrt-2","III","protein_coding"
"2102","msh-2","I","protein_coding"
"2103","msh-5","IV","protein_coding"
"2104","msh-6","I","protein_coding"
"2105","msi-1","III","protein_coding"
"2106","msp-3","II","protein_coding"
"2107","msp-10","IV","protein_coding"
"2108","msp-19","IV","protein_coding"
"2109","msp-31","II","protein_coding"
"2110","msp-32","II","protein_coding"
"2111","msp-33","II","protein_coding"
"2112","msp-36","IV","protein_coding"
"2113","msp-38","IV","protein_coding"
"2114","msp-40","II","protein_coding"
"2115","msp-45","II","protein_coding"
"2116","msp-49","II","protein_coding"
"2117","msp-50","II","protein_coding"
"2118","msp-51","IV","protein_coding"
"2119","msp-53","IV","protein_coding"
"2120","msp-55","IV","protein_coding"
"2121","msp-56","IV","protein_coding"
"2122","msp-57","IV","protein_coding"
"2123","msp-58","IV","protein_coding"
"2124","msp-59","IV","protein_coding"
"2125","msp-63","II","protein_coding"
"2126","msp-64","II","protein_coding"
"2127","msp-65","IV","protein_coding"
"2128","msp-74","II","protein_coding"
"2129","msp-76","IV","protein_coding"
"2130","msp-77","IV","protein_coding"
"2131","msp-78","IV","protein_coding"
"2132","msp-79","IV","protein_coding"
"2133","msp-81","IV","protein_coding"
"2134","msp-113","IV","protein_coding"
"2135","msp-142","II","protein_coding"
"2136","msp-152","II","protein_coding"
"2137","mtd-1","I","protein_coding"
"2138","mtk-1","I","protein_coding"
"2139","mtl-1","V","protein_coding"
"2140","mtl-2","V","protein_coding"
"2141","mtm-1","I","protein_coding"
"2142","mtm-3","III","protein_coding"
"2143","mtm-5","X","protein_coding"
"2144","mtm-6","III","protein_coding"
"2145","mtm-9","V","protein_coding"
"2146","klf-3","II","protein_coding"
"2147","mua-3","III","protein_coding"
"2148","mua-6","X","protein_coding"
"2149","mup-2","X","protein_coding"
"2150","mup-4","III","protein_coding"
"2151","mut-2","I","protein_coding"
"2152","mut-7","III","protein_coding"
"2153","mut-14","V","protein_coding"
"2154","mut-16","I","protein_coding"
"2155","mxl-1","V","protein_coding"
"2156","mxl-2","III","protein_coding"
"2157","mxl-3","X","protein_coding"
"2158","myo-2","X","protein_coding"
"2159","myo-3","V","protein_coding"
"2160","nab-1","I","protein_coding"
"2161","nac-1","X","protein_coding"
"2162","nac-2","III","protein_coding"
"2163","nac-3","III","protein_coding"
"2164","nas-1","III","protein_coding"
"2165","nas-2","V","protein_coding"
"2166","nas-3","V","protein_coding"
"2167","nas-4","III","protein_coding"
"2168","nas-5","I","protein_coding"
"2169","nas-6","IV","protein_coding"
"2170","nas-7","II","protein_coding"
"2171","nas-8","IV","protein_coding"
"2172","nas-9","V","protein_coding"
"2173","nas-10","X","protein_coding"
"2174","nas-11","X","protein_coding"
"2175","nas-12","IV","protein_coding"
"2176","nas-13","X","protein_coding"
"2177","nas-14","IV","protein_coding"
"2178","nas-15","X","protein_coding"
"2179","nas-16","V","protein_coding"
"2180","nas-17","V","protein_coding"
"2181","nas-18","V","protein_coding"
"2182","nas-19","V","protein_coding"
"2183","nas-20","V","protein_coding"
"2184","nas-21","V","protein_coding"
"2185","nas-22","V","protein_coding"
"2186","nas-23","II","protein_coding"
"2187","nas-24","V","protein_coding"
"2188","nas-25","II","protein_coding"
"2189","nas-27","II","protein_coding"
"2190","nas-28","III","protein_coding"
"2191","nas-29","II","protein_coding"
"2192","nas-30","I","protein_coding"
"2193","nas-31","V","protein_coding"
"2194","nas-32","V","protein_coding"
"2195","nas-33","X","protein_coding"
"2196","nas-36","I","protein_coding"
"2197","nas-37","X","protein_coding"
"2198","nas-38","X","protein_coding"
"2199","nas-39","X","protein_coding"
"2200","nca-2","III","protein_coding"
"2201","ncl-1","III","protein_coding"
"2202","ncr-1","X","protein_coding"
"2203","ncr-2","III","protein_coding"
"2204","ncs-1","X","protein_coding"
"2205","ncs-2","I","protein_coding"
"2206","ncs-3","X","protein_coding"
"2207","ncx-1","V","protein_coding"
"2208","ncx-2","V","protein_coding"
"2209","ncx-3","IV","protein_coding"
"2210","ncx-4","I","protein_coding"
"2211","ncx-5","V","protein_coding"
"2212","ncx-6","III","protein_coding"
"2213","ncx-7","III","protein_coding"
"2214","ncx-8","V","protein_coding"
"2215","ncx-9","V","protein_coding"
"2216","ncx-10","V","protein_coding"
"2217","ndc-80","IV","protein_coding"
"2218","ndg-4","III","protein_coding"
"2219","ndx-1","I","protein_coding"
"2220","ndx-2","V","protein_coding"
"2221","ndx-3","II","protein_coding"
"2222","ndx-4","I","protein_coding"
"2223","dcap-2","IV","protein_coding"
"2224","ndx-6","II","protein_coding"
"2225","ndx-7","I","protein_coding"
"2226","ndx-8","I","protein_coding"
"2227","ndx-9","IV","protein_coding"
"2228","ned-8","I","protein_coding"
"2229","nex-1","III","protein_coding"
"2230","nex-2","III","protein_coding"
"2231","nex-3","III","protein_coding"
"2232","nex-4","V","protein_coding"
"2233","nfi-1","II","protein_coding"
"2234","nfm-1","III","protein_coding"
"2235","nft-1","III","protein_coding"
"2236","ngn-1","IV","protein_coding"
"2237","ngp-1","I","protein_coding"
"2238","nhl-1","III","protein_coding"
"2239","nhl-2","III","protein_coding"
"2240","nhl-3","II","protein_coding"
"2241","nhr-1","X","protein_coding"
"2242","nhr-2","I","protein_coding"
"2243","nhr-3","X","protein_coding"
"2244","nhr-4","IV","protein_coding"
"2245","nhr-5","IV","protein_coding"
"2246","nhr-6","III","protein_coding"
"2247","nhr-7","IV","protein_coding"
"2248","nhr-8","IV","protein_coding"
"2249","nhr-9","III","protein_coding"
"2250","nhr-10","III","protein_coding"
"2251","nhr-11","IV","protein_coding"
"2252","nhr-12","V","protein_coding"
"2253","nhr-13","V","protein_coding"
"2254","nhr-14","X","protein_coding"
"2255","nhr-15","V","protein_coding"
"2256","nhr-16","II","protein_coding"
"2257","nhr-17","X","protein_coding"
"2258","nhr-18","V","protein_coding"
"2259","nhr-19","II","protein_coding"
"2260","nhr-20","III","protein_coding"
"2261","nhr-21","II","protein_coding"
"2262","nhr-22","II","protein_coding"
"2263","nhr-23","I","protein_coding"
"2264","nhr-25","X","protein_coding"
"2265","nhr-28","X","protein_coding"
"2266","nhr-31","IV","protein_coding"
"2267","nhr-32","X","protein_coding"
"2268","nhr-34","IV","protein_coding"
"2269","nhr-35","X","protein_coding"
"2270","nhr-38","IV","protein_coding"
"2271","nhr-40","X","protein_coding"
"2272","nhr-42","V","protein_coding"
"2273","nhr-43","IV","protein_coding"
"2274","nhr-44","V","protein_coding"
"2275","nhr-45","X","protein_coding"
"2276","nhr-46","IV","protein_coding"
"2277","nhr-47","V","protein_coding"
"2278","nhr-48","X","protein_coding"
"2279","nhr-49","I","protein_coding"
"2280","nhr-50","V","protein_coding"
"2281","nhr-51","V","protein_coding"
"2282","nhr-52","V","protein_coding"
"2283","nhr-53","V","protein_coding"
"2284","nhr-54","V","protein_coding"
